customer_id,clv,value_decile,churn_probability,decision,net_value,value_at_risk,expected_value_saved,intervention_cost,churn_value,data_split,predicted_churn,outcome_class,churn_reason,contract,tenure_band,spend_band,city,latitude,longitude
3307-TLCUD,123.84,10,0.6042,Do not intervene,-37.55,74.82,22.45,60.00,0,train,1,False alarm,,Month-to-month,Established,Low,Los Angeles,33.973616,-118.24902
6625-FLENO,224.1,7,0.0216,Do not intervene,-58.55,4.84,1.45,60.00,0,train,0,Correctly left alone,,Two year,Loyal,Low,Los Angeles,33.949255,-118.246978
2967-MXRAV,135.36,9,0.2068,Do not intervene,-51.6,28.0,8.4,60.00,0,train,0,Correctly left alone,,One year,New,Low,Los Angeles,33.964131,-118.272783
8189-HBVRW,326.88,5,0.543,Do not intervene,-6.75,177.49,53.25,60.00,0,train,1,False alarm,,Month-to-month,Loyal,High,Los Angeles,34.059281,-118.30742
4163-KIUHY,92.16,10,0.262,Do not intervene,-52.76,24.15,7.24,60.00,0,test,0,Correctly left alone,,Month-to-month,Established,Low,Los Angeles,34.048013,-118.293953
3500-NSDOA,764.64,2,0.0394,Do not intervene,-50.97,30.09,9.03,60.00,0,train,0,Correctly left alone,,Two year,Loyal,High,Los Angeles,34.008293,-118.346766
1171-TYKUR,91.44,10,0.1959,Do not intervene,-54.63,17.92,5.37,60.00,0,train,0,Correctly left alone,,Month-to-month,Loyal,Low,Los Angeles,34.062125,-118.315709
3761-FLYZI,391.68,3,0.5573,Intervene,5.49,218.29,65.49,60.00,0,train,1,False alarm,,Month-to-month,Loyal,High,Los Angeles,34.00709,-118.258681
1219-NNDDO,276.66,6,0.8643,Intervene,11.74,239.13,71.74,60.00,0,test,1,False alarm,,Month-to-month,New,High,Los Angeles,34.039224,-118.266293
8388-DMKAE,218.7,7,0.0882,Do not intervene,-54.21,19.3,5.79,60.00,0,test,0,Correctly left alone,,Two year,New,Low,Los Angeles,34.028331,-118.354338
4403-BWPAY,178.56,9,0.155,Do not intervene,-51.7,27.68,8.3,60.00,0,train,0,Correctly left alone,,One year,Established,Low,Los Angeles,34.052842,-118.264495
9659-QEQSY,416.34,3,0.6901,Intervene,26.2,287.32,86.2,60.00,0,train,1,False alarm,,Month-to-month,Loyal,High,Los Angeles,34.028735,-118.317236
5405-ZMYXQ,268.56,6,0.7968,Intervene,4.2,213.99,64.2,60.00,0,train,1,False alarm,,Month-to-month,New,High,Los Angeles,34.049841,-118.33846
1442-OKRJE,742.68,2,0.1841,Do not intervene,-18.99,136.71,41.01,60.00,0,train,0,Correctly left alone,,One year,Loyal,High,Los Angeles,34.029043,-118.239504
4737-AQCPU,778.68,2,0.0251,Do not intervene,-54.13,19.56,5.87,60.00,0,test,0,Correctly left alone,,Two year,Loyal,High,Los Angeles,34.02381,-118.156582
2808-CHTDM,271.08,6,0.0786,Do not intervene,-53.61,21.31,6.39,60.00,0,train,0,Correctly left alone,,Two year,Established,Low,Los Angeles,34.066303,-118.435479
0793-TWELN,288.54,6,0.8576,Intervene,14.24,247.45,74.24,60.00,0,test,1,False alarm,,Month-to-month,New,High,Los Angeles,34.078991,-118.263804
3283-WCWXT,274.32,6,0.1271,Do not intervene,-49.54,34.86,10.46,60.00,0,train,0,Correctly left alone,,Two year,New,Low,Los Angeles,34.127194,-118.295647
1060-ENTOF,758.88,2,0.2031,Do not intervene,-13.77,154.09,46.23,60.00,0,train,0,Correctly left alone,,One year,Loyal,High,Los Angeles,34.099869,-118.326843
0999-QXNSA,164.7,9,0.591,Do not intervene,-30.8,97.33,29.2,60.00,0,train,1,False alarm,,Month-to-month,New,Medium,Los Angeles,34.089953,-118.294824
5451-MHQOF,176.04,9,0.0675,Do not intervene,-56.43,11.88,3.57,60.00,0,test,0,Correctly left alone,,One year,Loyal,Low,Los Angeles,34.085807,-118.206617
4836-WNFNO,270.0,6,0.0132,Do not intervene,-58.93,3.57,1.07,60.00,0,test,0,Correctly left alone,,Two year,Loyal,Low,Los Angeles,34.078821,-118.177576
9225-BZLNZ,920.7,1,0.0553,Do not intervene,-44.72,50.95,15.28,60.00,0,train,0,Correctly left alone,,Two year,Loyal,High,Los Angeles,34.050198,-118.210946
0354-VXMJC,211.68,8,0.0393,Do not intervene,-57.5,8.32,2.5,60.00,0,train,0,Correctly left alone,,Two year,Established,Low,Los Angeles,34.030578,-118.399613
4422-QVIJA,180.54,8,0.4547,Do not intervene,-35.37,82.09,24.63,60.00,0,train,0,Correctly left alone,,Month-to-month,Established,Medium,Los Angeles,34.051809,-118.383843
9365-SRSZE,253.98,7,0.7073,Do not intervene,-6.11,179.65,53.89,60.00,0,train,1,False alarm,,Month-to-month,Established,High,Los Angeles,34.070291,-118.349191
8332-OSJDW,190.08,8,0.238,Do not intervene,-46.43,45.24,13.57,60.00,0,train,0,Correctly left alone,,One year,New,Low,Los Angeles,34.088017,-118.327168
4735-BJKOU,217.62,7,0.0352,Do not intervene,-57.7,7.67,2.3,60.00,0,train,0,Correctly left alone,,Two year,Loyal,Low,Los Angeles,34.110845,-118.259595
0274-JKUJR,211.86,8,0.7474,Do not intervene,-12.5,158.33,47.5,60.00,0,test,1,False alarm,,Month-to-month,New,Medium,Los Angeles,33.994524,-118.149953
5740-YHGTW,351.18,4,0.4378,Do not intervene,-13.87,153.76,46.13,60.00,0,test,0,Correctly left alone,,Month-to-month,Loyal,High,Los Angeles,34.137412,-118.207607
8917-SZTTJ,212.22,8,0.0132,Do not intervene,-59.16,2.81,0.84,60.00,0,train,0,Correctly left alone,,Two year,Loyal,Low,Los Angeles,34.11572,-118.192754
1696-MZVAU,181.8,8,0.2243,Do not intervene,-47.77,40.78,12.23,60.00,0,train,0,Correctly left alone,,One year,Loyal,Low,Los Angeles,33.988543,-118.334081
7359-WWYJV,1236.06,1,0.0984,Do not intervene,-23.52,121.6,36.48,60.00,0,train,0,Correctly left alone,,Two year,Loyal,High,Los Angeles,33.952714,-118.292061
4906-ZHGPK,509.04,3,0.1769,Do not intervene,-32.98,90.06,27.02,60.00,0,train,0,Correctly left alone,,One year,Loyal,High,Los Angeles,34.108455,-118.362081
3795-GWTRD,815.94,2,0.027,Do not intervene,-53.39,22.05,6.61,60.00,0,train,0,Correctly left alone,,Two year,Loyal,High,Los Angeles,34.072945,-118.37267
1298-PHBTI,915.84,1,0.109,Do not intervene,-30.06,99.79,29.94,60.00,0,test,0,Correctly left alone,,Two year,Loyal,High,Los Angeles,34.091829,-118.491244
6223-DHJGV,148.68,9,0.0788,Do not intervene,-56.49,11.72,3.51,60.00,0,train,0,Correctly left alone,,One year,Loyal,Low,Los Angeles,33.987945,-118.370442
6961-MJKBO,220.86,7,0.0205,Do not intervene,-58.64,4.54,1.36,60.00,0,train,0,Correctly left alone,,Two year,Loyal,Low,Los Angeles,34.061918,-118.277939
8158-WPEZG,128.34,9,0.6656,Do not intervene,-34.37,85.43,25.63,60.00,0,train,1,False alarm,,Month-to-month,New,Medium,Los Angeles,33.92128,-118.274186
4918-FYJNT,325.62,5,0.522,Do not intervene,-9.0,169.99,51.0,60.00,0,train,1,False alarm,,Month-to-month,Loyal,High,Los Angeles,34.044271,-118.185237
0727-BNRLG,1054.62,1,0.0833,Do not intervene,-33.64,87.88,26.36,60.00,0,train,0,Correctly left alone,,Two year,Loyal,High,Los Angeles,34.037251,-118.423573
4854-CIDCF,265.86,6,0.8023,Intervene,3.99,213.29,63.99,60.00,0,train,1,False alarm,,Month-to-month,New,High,Los Angeles,34.108833,-118.229715
3280-MRDOF,746.28,2,0.1033,Do not intervene,-36.87,77.1,23.13,60.00,0,train,0,Correctly left alone,,Two year,Established,Medium,Los Angeles,34.057496,-118.413959
6435-SRWBJ,297.9,5,0.8191,Intervene,13.21,244.02,73.21,60.00,0,train,1,False alarm,,Month-to-month,New,High,Los Angeles,34.137411,-118.328915
9964-WBQDJ,263.52,7,0.0131,Do not intervene,-58.97,3.45,1.03,60.00,0,train,0,Correctly left alone,,Two year,Loyal,Low,West Hollywood,34.093781,-118.381061
6303-KFWSL,397.8,3,0.2761,Do not intervene,-27.05,109.84,32.95,60.00,0,train,0,Correctly left alone,,One year,Established,Medium,Los Angeles,34.052917,-118.255178
1702-CCFNJ,220.86,7,0.2379,Do not intervene,-44.24,52.55,15.76,60.00,0,train,0,Correctly left alone,,Month-to-month,Loyal,Medium,Los Angeles,34.102084,-118.451629
8932-CZHRQ,552.6,3,0.0874,Do not intervene,-45.52,48.27,14.48,60.00,0,train,0,Correctly left alone,,One year,Loyal,High,Bell,33.970343,-118.171368
0386-CWRGM,209.52,8,0.0282,Do not intervene,-58.23,5.9,1.77,60.00,0,train,0,Correctly left alone,,Two year,Loyal,Low,Beverly Hills,34.099891,-118.414338
5515-RUGKN,197.1,8,0.5377,Do not intervene,-28.21,105.98,31.79,60.00,0,train,1,False alarm,,Month-to-month,New,Medium,Beverly Hills,34.063947,-118.383001
0404-AHASP,212.76,8,0.0093,Do not intervene,-59.41,1.97,0.59,60.00,0,test,0,Correctly left alone,,Two year,Loyal,Low,Beverly Hills,34.062095,-118.401508
7279-NMVJC,143.28,9,0.1074,Do not intervene,-55.38,15.39,4.62,60.00,0,train,0,Correctly left alone,,One year,Established,Low,Compton,33.88151,-118.234451
2081-VEYEH,388.62,3,0.8788,Intervene,42.45,341.51,102.45,60.00,0,test,1,False alarm,,Month-to-month,New,High,Compton,33.885811,-118.206459
6407-UTSLV,301.68,5,0.7872,Intervene,11.25,237.49,71.25,60.00,0,test,1,False alarm,,Month-to-month,New,High,Compton,33.912246,-118.236773
9060-HJJRW,406.08,3,0.2276,Do not intervene,-32.28,92.41,27.72,60.00,0,train,0,Correctly left alone,,One year,Loyal,Medium,Culver City,34.019323,-118.391902
2587-YNLES,217.08,7,0.0924,Do not intervene,-53.98,20.05,6.02,60.00,0,train,0,Correctly left alone,,Two year,New,Low,Downey,33.956228,-118.120993
7398-SKNQZ,341.64,4,0.9161,Intervene,33.9,312.99,93.9,60.00,0,test,1,False alarm,,Month-to-month,New,High,Downey,33.940884,-118.128628
5935-FCCNB,339.12,4,0.8722,Intervene,28.73,295.78,88.73,60.00,0,train,1,False alarm,,Month-to-month,Established,High,Downey,33.921793,-118.140588
1958-RNRKS,179.64,8,0.4882,Do not intervene,-33.69,87.69,26.31,60.00,0,test,0,Correctly left alone,,Month-to-month,Established,Medium,El Segundo,33.917145,-118.401554
5136-RGMZO,255.78,7,0.5148,Do not intervene,-20.5,131.67,39.5,60.00,0,train,1,False alarm,,Month-to-month,Established,High,Gardena,33.890853,-118.297967
8345-MVDYC,881.82,1,0.0674,Do not intervene,-42.18,59.4,17.82,60.00,0,test,0,Correctly left alone,,Two year,Loyal,High,Gardena,33.876482,-118.284077
8226-BXGES,644.04,2,0.1835,Do not intervene,-24.54,118.2,35.46,60.00,0,train,0,Correctly left alone,,One year,Loyal,High,Gardena,33.90139,-118.315697
9705-IOVQQ,712.8,2,0.4029,Intervene,26.15,287.16,86.15,60.00,0,train,0,Correctly left alone,,One year,Loyal,High,Huntington Park,33.97803,-118.217141
1015-OWJKI,68.58,10,0.3894,Do not intervene,-51.99,26.71,8.01,60.00,0,train,0,Correctly left alone,,Month-to-month,New,Low,Lawndale,33.88856,-118.351813
2040-XBAVJ,1236.06,1,0.0984,Do not intervene,-23.52,121.6,36.48,60.00,0,train,0,Correctly left alone,,Two year,Loyal,High,Malibu,34.037037,-118.705803
8887-IPQNC,159.3,9,0.5663,Do not intervene,-32.94,90.21,27.06,60.00,0,train,1,False alarm,,Month-to-month,New,Medium,Manhattan Beach,33.889632,-118.39737
8646-JCOMS,651.96,2,0.1856,Do not intervene,-23.7,121.01,36.3,60.00,0,train,0,Correctly left alone,,One year,Loyal,High,Maywood,33.988572,-118.186565
1222-KJNZD,73.44,10,0.1299,Do not intervene,-57.14,9.54,2.86,60.00,0,train,0,Correctly left alone,,Month-to-month,Loyal,Low,Palos Verdes Peninsula,33.788208,-118.404955
0106-GHRQR,257.04,7,0.543,Do not intervene,-18.13,139.57,41.87,60.00,0,train,1,False alarm,,Month-to-month,Established,High,Rancho Palos Verdes,33.753146,-118.367459
3768-VHXQO,268.38,6,0.0152,Do not intervene,-58.78,4.07,1.22,60.00,0,test,0,Correctly left alone,,Two year,Loyal,Low,Redondo Beach,33.873395,-118.37019
8952-WCVCD,752.04,2,0.344,Intervene,17.62,258.73,77.62,60.00,0,train,0,Correctly left alone,,One year,Loyal,High,South Gate,33.944624,-118.192615
2418-TPEUN,213.84,8,0.0151,Do not intervene,-59.03,3.22,0.97,60.00,0,test,0,Correctly left alone,,Two year,Loyal,Low,Topanga,34.115192,-118.61017
3963-RYFNS,1257.66,1,0.111,Do not intervene,-18.11,139.62,41.89,60.00,0,train,0,Correctly left alone,,Two year,Loyal,High,Venice,33.991782,-118.479229
8540-ZQGEA,216.54,7,0.0162,Do not intervene,-58.94,3.52,1.06,60.00,0,train,0,Correctly left alone,,Two year,Loyal,Low,Playa Del Rey,33.947305,-118.439841
1320-REHCS,398.7,3,0.6656,Intervene,19.62,265.39,79.62,60.00,0,train,1,False alarm,,Month-to-month,Loyal,High,Inglewood,33.956445,-118.358634
4137-JOPHL,968.76,1,0.1268,Do not intervene,-23.16,122.8,36.84,60.00,0,test,0,Correctly left alone,,Two year,Loyal,High,Inglewood,33.975332,-118.355252
7801-CEDNV,350.64,4,0.1533,Do not intervene,-43.88,53.74,16.12,60.00,0,train,0,Correctly left alone,,One year,Established,Medium,Inglewood,33.936827,-118.359824
2057-BOYKM,1043.28,1,0.0718,Do not intervene,-37.53,74.89,22.47,60.00,0,train,0,Correctly left alone,,Two year,Loyal,High,Inglewood,33.958134,-118.330905
3658-QQJYD,534.96,3,0.0886,Do not intervene,-45.77,47.42,14.23,60.00,0,train,0,Correctly left alone,,One year,Loyal,High,Santa Monica,34.015481,-118.493231
1803-BGNBD,195.48,8,0.4833,Do not intervene,-31.66,94.48,28.34,60.00,0,train,0,Correctly left alone,,Month-to-month,New,Medium,Santa Monica,34.035849,-118.503508
0134-XWXCE,538.92,3,0.1482,Do not intervene,-36.04,79.86,23.96,60.00,0,train,0,Correctly left alone,,One year,Loyal,High,Santa Monica,34.031529,-118.491156
6950-TWMYB,863.46,1,0.0929,Do not intervene,-35.93,80.22,24.07,60.00,0,train,0,Correctly left alone,,Two year,Loyal,High,Santa Monica,34.026334,-118.474222
5848-FHRFC,216.54,7,0.0107,Do not intervene,-59.3,2.32,0.7,60.00,0,test,0,Correctly left alone,,Two year,Loyal,Low,Santa Monica,34.005439,-118.477507
2243-FNMMI,69.84,10,0.2688,Do not intervene,-54.37,18.78,5.63,60.00,0,test,0,Correctly left alone,,Month-to-month,Established,Low,Torrance,33.833699,-118.314387
2511-MORQY,395.28,3,0.1207,Do not intervene,-45.69,47.7,14.31,60.00,0,train,0,Correctly left alone,,One year,Loyal,Medium,Torrance,33.833181,-118.292062
5356-KZCKT,264.06,7,0.0193,Do not intervene,-58.47,5.1,1.53,60.00,0,train,0,Correctly left alone,,Two year,Loyal,Low,Torrance,33.840399,-118.353714
9470-XCCEM,322.74,5,0.6694,Intervene,4.81,216.03,64.81,60.00,0,train,1,False alarm,,Month-to-month,Established,High,Torrance,33.867257,-118.330794
6519-CFDBX,163.44,9,0.6214,Do not intervene,-29.53,101.56,30.47,60.00,0,test,1,False alarm,,Month-to-month,New,Medium,Torrance,33.807882,-118.347957
3902-MIVLE,817.56,2,0.0584,Do not intervene,-45.67,47.77,14.33,60.00,0,train,0,Correctly left alone,,Two year,Loyal,High,Whittier,34.007353,-118.033683
0409-WTMPL,796.68,2,0.3228,Intervene,17.15,257.18,77.15,60.00,0,test,0,Correctly left alone,,One year,Loyal,High,Whittier,33.972119,-118.020188
8763-KIAFH,147.96,9,0.1179,Do not intervene,-54.76,17.45,5.24,60.00,0,train,0,Correctly left alone,,One year,Established,Low,Whittier,33.945318,-117.992066
3669-WHAFY,1243.62,1,0.1055,Do not intervene,-20.65,131.16,39.35,60.00,0,train,0,Correctly left alone,,Two year,Loyal,High,Whittier,33.929704,-118.01208
3055-VTCGS,421.56,3,0.0716,Do not intervene,-50.95,30.16,9.05,60.00,0,test,0,Correctly left alone,,One year,Loyal,Medium,Whittier,33.960891,-118.032222
3144-KMTWZ,335.7,4,0.3612,Do not intervene,-23.63,121.24,36.37,60.00,0,train,0,Correctly left alone,,Month-to-month,Loyal,High,Whittier,33.976678,-118.065875
2007-QVGAW,208.98,8,0.0102,Do not intervene,-59.36,2.13,0.64,60.00,0,train,0,Correctly left alone,,Two year,Loyal,Low,Cypress,33.818477,-118.038307
5207-PLSTK,175.5,9,0.5797,Do not intervene,-29.48,101.74,30.52,60.00,0,test,1,False alarm,,Month-to-month,New,Medium,La Habra,33.940619,-117.9513
2307-FYNNL,1177.74,1,0.1716,Intervene,0.64,202.14,60.64,60.00,0,train,0,Correctly left alone,,Two year,Loyal,High,La Mirada,33.902045,-118.008961
5605-XNWEN,270.0,6,0.0132,Do not intervene,-58.93,3.57,1.07,60.00,0,train,0,Correctly left alone,,Two year,Loyal,Low,Montebello,34.015217,-118.109962
2155-AMQRX,197.64,8,0.3909,Do not intervene,-36.82,77.26,23.18,60.00,0,train,0,Correctly left alone,,Month-to-month,Established,Medium,Norwalk,33.905963,-118.08263
6181-AXXYF,267.3,6,0.013,Do not intervene,-58.96,3.47,1.04,60.00,0,train,0,Correctly left alone,,Two year,Loyal,Low,Pico Rivera,33.989524,-118.089299
5091-HFAZW,328.14,5,0.8504,Intervene,23.72,279.06,83.72,60.00,0,train,1,False alarm,,Month-to-month,New,High,Santa Fe Springs,33.933565,-118.062611
2519-LBNQL,751.32,2,0.3935,Intervene,28.7,295.67,88.7,60.00,0,train,0,Correctly left alone,,One year,Loyal,High,Artesia,33.867593,-118.080637
8623-ULFNQ,237.78,7,0.5752,Do not intervene,-18.97,136.77,41.03,60.00,0,train,1,False alarm,,Month-to-month,Established,Medium,Cerritos,33.8681,-118.067402
1568-LJSZU,995.76,1,0.0456,Do not intervene,-46.38,45.39,13.62,60.00,0,test,0,Correctly left alone,,Two year,Loyal,High,Harbor City,33.798266,-118.300237
7789-HKSBS,757.44,2,0.4515,Intervene,42.59,341.96,102.59,60.00,0,train,0,Correctly left alone,,One year,Loyal,High,Lakewood,33.847755,-118.112532
7416-CKTEP,211.68,8,0.0144,Do not intervene,-59.08,3.05,0.92,60.00,0,train,0,Correctly left alone,,Two year,Loyal,Low,Lakewood,33.841027,-118.078097
2586-CWXVV,109.44,10,0.3692,Do not intervene,-47.88,40.41,12.12,60.00,0,train,0,Correctly left alone,,Month-to-month,Loyal,Low,Hawaiian Gardens,33.830431,-118.074071
2348-KCJLT,442.8,3,0.1352,Do not intervene,-42.04,59.86,17.96,60.00,0,train,0,Correctly left alone,,One year,Loyal,Medium,Los Alamitos,33.79499,-118.065591
8401-EMUWF,249.84,7,0.3211,Do not intervene,-35.93,80.23,24.07,60.00,0,train,0,Correctly left alone,,Month-to-month,Loyal,Medium,Paramount,33.897122,-118.164432
4193-IBKSW,267.3,6,0.013,Do not intervene,-58.96,3.47,1.04,60.00,0,train,0,Correctly left alone,,Two year,Loyal,Low,San Pedro,33.736387,-118.284363
5377-NDTOU,983.34,1,0.0549,Do not intervene,-43.81,53.97,16.19,60.00,0,test,0,Correctly left alone,,Two year,Loyal,High,San Pedro,33.744119,-118.31448
2474-LCNUE,265.14,6,0.5281,Do not intervene,-17.99,140.03,42.01,60.00,0,train,1,False alarm,,Month-to-month,Established,High,Sunset Beach,33.719221,-118.073596
0839-QNXME,209.52,8,0.0316,Do not intervene,-58.01,6.63,1.99,60.00,0,test,0,Correctly left alone,,Two year,Established,Low,Surfside,33.728273,-118.085304
3506-OVLKD,188.64,8,0.0965,Do not intervene,-54.54,18.21,5.46,60.00,0,train,0,Correctly left alone,,One year,Established,Low,Wilmington,33.782068,-118.262263
6650-VJONK,157.86,9,0.5143,Do not intervene,-35.64,81.19,24.36,60.00,0,train,1,False alarm,,Month-to-month,New,Medium,Carson,33.859171,-118.252272
2178-PMGCJ,250.92,7,0.7264,Do not intervene,-5.32,182.26,54.68,60.00,0,train,1,False alarm,,Month-to-month,Established,Medium,Long Beach,33.752524,-118.210737
7492-TAFJD,416.34,3,0.2351,Do not intervene,-30.64,97.87,29.36,60.00,0,test,0,Correctly left alone,,Two year,New,Medium,Long Beach,33.760458,-118.129725
2773-MADBQ,573.48,3,0.1262,Do not intervene,-38.29,72.36,21.71,60.00,0,train,0,Correctly left alone,,Two year,Established,Medium,Long Beach,33.783047,-118.1486
6016-LVTJQ,74.34,10,0.2076,Do not intervene,-55.37,15.43,4.63,60.00,0,train,0,Correctly left alone,,Month-to-month,Established,Low,Long Beach,33.864622,-118.179626
7860-KSUGX,696.06,2,0.0231,Do not intervene,-55.18,16.08,4.82,60.00,0,test,0,Correctly left alone,,Two year,Loyal,Medium,Long Beach,33.802664,-118.179971
8966-KZXXA,271.08,6,0.0385,Do not intervene,-56.87,10.43,3.13,60.00,0,train,0,Correctly left alone,,Two year,Established,Low,Long Beach,33.830099,-118.182239
5149-QYTTU,685.08,2,0.1481,Do not intervene,-29.57,101.44,30.43,60.00,0,train,0,Correctly left alone,,One year,Loyal,High,Long Beach,33.771612,-118.143866
2070-XYMFH,285.66,6,0.7626,Intervene,5.35,217.85,65.35,60.00,0,train,1,False alarm,,Month-to-month,Established,High,Long Beach,33.797638,-118.11662
2085-BOJKI,695.88,2,0.6021,Intervene,65.7,419.01,125.7,60.00,0,test,1,False alarm,,One year,Established,High,Long Beach,33.778436,-118.118648
0817-HSUSE,271.8,6,0.6977,Do not intervene,-3.11,189.63,56.89,60.00,0,train,1,False alarm,,Month-to-month,New,High,Altadena,34.196837,-118.142236
5442-PPTJY,212.76,8,0.0763,Do not intervene,-55.13,16.24,4.87,60.00,0,test,0,Correctly left alone,,Two year,New,Low,Arcadia,34.137319,-118.029837
1927-QEWMY,221.4,7,0.0098,Do not intervene,-59.35,2.17,0.65,60.00,0,test,0,Correctly left alone,,Two year,Loyal,Low,Arcadia,34.128284,-118.047732
1663-MHLHE,69.12,10,0.3918,Do not intervene,-51.87,27.08,8.13,60.00,0,train,0,Correctly left alone,,Month-to-month,New,Low,Duarte,34.145695,-117.95982
5663-QBGIS,1062.18,1,0.118,Do not intervene,-22.39,125.37,37.61,60.00,0,train,0,Correctly left alone,,Two year,Loyal,High,La Canada Flintridge,34.234912,-118.153729
4450-MDZFX,267.66,6,0.4446,Do not intervene,-24.3,118.99,35.7,60.00,0,test,0,Correctly left alone,,Month-to-month,Loyal,High,Monrovia,34.1528,-118.000482
6701-DHKWQ,554.58,3,0.0605,Do not intervene,-49.93,33.55,10.07,60.00,0,train,0,Correctly left alone,,Two year,Loyal,Medium,Montrose,34.2112,-118.230625
7554-AKDQF,164.34,9,0.5966,Do not intervene,-30.59,98.05,29.41,60.00,0,test,1,False alarm,,Month-to-month,New,Medium,Sierra Madre,34.168686,-118.057505
0794-YVSGE,219.24,7,0.0097,Do not intervene,-59.37,2.12,0.63,60.00,0,train,0,Correctly left alone,,Two year,Loyal,Low,Pasadena,34.146635,-118.139225
5423-BHIXO,195.12,8,0.4383,Do not intervene,-34.34,85.53,25.66,60.00,0,train,0,Correctly left alone,,Month-to-month,Established,Medium,Pasadena,34.167465,-118.165327
6908-VVYHM,326.34,5,0.5572,Do not intervene,-5.45,181.82,54.55,60.00,0,train,1,False alarm,,Month-to-month,Loyal,High,Pasadena,34.165383,-118.123752
2959-EEXWB,183.24,8,0.474,Do not intervene,-33.95,86.85,26.05,60.00,0,train,0,Correctly left alone,,Month-to-month,Loyal,Medium,Pasadena,34.13946,-118.166649
1839-UMACK,180.36,8,0.1032,Do not intervene,-54.41,18.62,5.59,60.00,0,train,0,Correctly left alone,,One year,Loyal,Low,Pasadena,34.139402,-118.128658
3030-YDNRM,269.46,6,0.8516,Intervene,8.84,229.47,68.84,60.00,0,train,1,False alarm,,Month-to-month,New,High,Pasadena,34.159007,-118.087353
7321-KKSDU,221.4,7,0.0455,Do not intervene,-56.98,10.07,3.02,60.00,0,train,0,Correctly left alone,,Two year,Established,Low,San Marino,34.122671,-118.112911
3402-XRIUO,228.78,7,0.4564,Do not intervene,-28.68,104.41,31.32,60.00,0,train,0,Correctly left alone,,Month-to-month,Established,Medium,Glendale,34.17051,-118.289463
8286-AFUYI,172.62,9,0.5665,Do not intervene,-30.66,97.79,29.34,60.00,0,test,1,False alarm,,Month-to-month,New,Medium,Glendale,34.153338,-118.262974
8356-WUAOJ,162.0,9,0.6222,Do not intervene,-29.76,100.79,30.24,60.00,0,train,1,False alarm,,Month-to-month,New,Medium,Glendale,34.13658,-118.245839
8058-DMYRU,324.18,5,0.6275,Intervene,1.03,203.44,61.03,60.00,0,train,1,False alarm,,Month-to-month,Loyal,High,Glendale,34.195386,-118.238508
9350-ZXYJC,273.24,6,0.0965,Do not intervene,-52.09,26.35,7.91,60.00,0,train,0,Correctly left alone,,Two year,New,Low,La Crescenta,34.239636,-118.245259
8958-JPTRR,174.96,9,0.0669,Do not intervene,-56.49,11.7,3.51,60.00,0,train,0,Correctly left alone,,One year,Loyal,Low,Calabasas,34.130861,-118.68346
6959-GQEGV,273.42,6,0.3861,Do not intervene,-28.33,105.57,31.67,60.00,0,test,0,Correctly left alone,,Month-to-month,Loyal,High,Canoga Park,34.19829,-118.602203
3173-WSSUE,212.76,8,0.0096,Do not intervene,-59.39,2.03,0.61,60.00,0,train,0,Correctly left alone,,Two year,Loyal,Low,Canoga Park,34.224377,-118.632656
1265-HVPZB,478.08,3,0.0588,Do not intervene,-51.56,28.12,8.44,60.00,0,train,0,Correctly left alone,,One year,Loyal,Medium,Winnetka,34.209532,-118.577563
4115-UMJFQ,257.4,7,0.0912,Do not intervene,-52.96,23.47,7.04,60.00,0,test,0,Correctly left alone,,One year,Loyal,Medium,West Hills,34.199787,-118.68493
7369-TRPFD,135.36,9,0.1314,Do not intervene,-54.66,17.79,5.34,60.00,0,train,0,Correctly left alone,,One year,Established,Low,Chatsworth,34.294142,-118.603883
1098-KFQEC,209.52,8,0.0151,Do not intervene,-59.05,3.17,0.95,60.00,0,train,0,Correctly left alone,,Two year,Loyal,Low,Encino,34.150354,-118.518292
7190-XHTWJ,138.96,9,0.081,Do not intervene,-56.62,11.25,3.38,60.00,0,train,0,Correctly left alone,,One year,Loyal,Low,Newbury Park,34.172071,-118.946262
3537-RYBHH,242.82,7,0.2628,Do not intervene,-40.86,63.81,19.14,60.00,0,train,0,Correctly left alone,,Month-to-month,Loyal,Medium,Northridge,34.238208,-118.55029
5296-BFCYD,217.08,7,0.0295,Do not intervene,-58.08,6.4,1.92,60.00,0,train,0,Correctly left alone,,Two year,Loyal,Low,San Fernando,34.286131,-118.435969
9359-JANWS,636.12,2,0.0197,Do not intervene,-56.24,12.53,3.76,60.00,0,train,0,Correctly left alone,,Two year,Loyal,Medium,North Hills,34.238802,-118.482296
3279-DYZQM,210.06,8,0.0135,Do not intervene,-59.15,2.83,0.85,60.00,0,train,0,Correctly left alone,,Two year,Loyal,Low,Santa Clarita,34.502432,-118.41459
0523-VNGTF,181.8,8,0.3991,Do not intervene,-38.23,72.55,21.77,60.00,0,test,0,Correctly left alone,,Month-to-month,Loyal,Medium,Sun Valley,34.231053,-118.338307
9575-IWCAZ,180.72,8,0.2554,Do not intervene,-46.15,46.16,13.85,60.00,0,train,0,Correctly left alone,,One year,New,Low,Valencia,34.457005,-118.573726
7105-MXJLL,437.04,3,0.2818,Do not intervene,-23.05,123.17,36.95,60.00,0,test,0,Correctly left alone,,One year,Established,Medium,Valencia,34.43987,-118.644609
7064-FRRSW,712.8,2,0.4999,Intervene,46.89,356.31,106.89,60.00,0,train,0,Correctly left alone,,One year,Loyal,High,Tarzana,34.157137,-118.548511
